_id,INDEX_,ARREST_YEAR,DIVISION,HOOD_158,NEIGHBOURHOOD_158,SEX,AGE_COHORT,AGE_GROUP,CATEGORY,SUBTYPE,ARREST_COUNT
260,360,2014,D11,087,High Park-Swansea (87),Male,65+,Adult,Crimes Against Property,Other,1
261,361,2014,D11,087,High Park-Swansea (87),Male,65+,Adult,Total Arrests,Total Arrests,3
262,362,2014,D11,087,High Park-Swansea (87),Male,65+,Adult,Crimes Against the Person,Assaults,2
263,363,2014,D11,088,High Park North (88),Female,<18,Youth,Crimes Against Property,Other,1
264,364,2014,D11,088,High Park North (88),Female,<18,Youth,Total Arrests,Total Arrests,1
265,365,2014,D11,088,High Park North (88),Female,18 to 24,Adult,Crimes Against the Person,Assaults,5
266,366,2014,D11,088,High Park North (88),Female,18 to 24,Adult,Other Criminal Code Violations,Other,1
267,367,2014,D11,088,High Park North (88),Female,18 to 24,Adult,Criminal Code Traffic,Drive While Disqualified,1
268,368,2014,D11,088,High Park North (88),Female,18 to 24,Adult,Total Arrests,Total Arrests,7
269,369,2014,D11,088,High Park North (88),Female,25 to 34,Adult,Crimes Against Property,Theft Under $5000,1
270,370,2014,D11,088,High Park North (88),Female,25 to 34,Adult,Crimes Against Property,Other,1
271,371,2014,D11,088,High Park North (88),Female,25 to 34,Adult,Other Criminal Code Violations,Other,1
272,372,2014,D11,088,High Park North (88),Female,25 to 34,Adult,Total Arrests,Total Arrests,4
273,373,2014,D11,088,High Park North (88),Female,25 to 34,Adult,Crimes Against the Person,Assaults,3
274,374,2014,D11,088,High Park North (88),Female,35 to 44,Adult,Crimes Against Property,Other,1
275,375,2014,D11,088,High Park North (88),Female,35 to 44,Adult,Total Arrests,Total Arrests,1
276,376,2014,D11,088,High Park North (88),Female,45 to 54,Adult,Other Criminal Code Violations,Other,1
277,377,2014,D11,088,High Park North (88),Female,45 to 54,Adult,Crimes Against the Person,Assaults,1
278,378,2014,D11,088,High Park North (88),Female,45 to 54,Adult,Total Arrests,Total Arrests,2
279,379,2014,D11,088,High Park North (88),Female,45 to 54,Adult,Crimes Against Property,Other,1
280,380,2014,D11,088,High Park North (88),Female,55 to 64,Adult,Total Arrests,Total Arrests,1
281,381,2014,D11,088,High Park North (88),Female,55 to 64,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
282,382,2014,D11,088,High Park North (88),Male,<18,Youth,Total Arrests,Total Arrests,18
283,383,2014,D11,088,High Park North (88),Male,<18,Youth,Crimes Against the Person,Robbery,1
284,384,2014,D11,088,High Park North (88),Male,<18,Youth,Crimes Against Property,Other,4
285,385,2014,D11,088,High Park North (88),Male,<18,Youth,Crimes Against the Person,Assaults,4
286,386,2014,D11,088,High Park North (88),Male,<18,Youth,Other Criminal Code Violations,Other,6
287,387,2014,D11,088,High Park North (88),Male,<18,Youth,Controlled Drugs and Substances Act,Other,6
288,388,2014,D11,088,High Park North (88),Male,<18,Youth,Criminal Code Traffic,Dangerous Driving,1
289,389,2014,D11,088,High Park North (88),Male,<18,Youth,Criminal Code Traffic,Other,1
290,390,2014,D11,088,High Park North (88),Male,<18,Youth,Crimes Against the Person,Other,2
291,391,2014,D11,088,High Park North (88),Male,<18,Youth,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8
292,392,2014,D11,088,High Park North (88),Male,18 to 24,Adult,Total Arrests,Total Arrests,28
293,393,2014,D11,088,High Park North (88),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,7
294,394,2014,D11,088,High Park North (88),Male,18 to 24,Adult,Crimes Against the Person,Other,3
295,395,2014,D11,088,High Park North (88),Male,18 to 24,Adult,Criminal Code Traffic,Dangerous Driving,1
296,396,2014,D11,088,High Park North (88),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3
297,397,2014,D11,088,High Park North (88),Male,18 to 24,Adult,Crimes Against Property,Break and Enter,2
298,398,2014,D11,088,High Park North (88),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,1
299,399,2014,D11,088,High Park North (88),Male,18 to 24,Adult,Crimes Against the Person,Assaults,11
300,400,2014,D11,088,High Park North (88),Male,18 to 24,Adult,Other Criminal Code Violations,Other,15
301,201,2014,D11,086,Roncesvalles (86),Male,<18,Youth,Other Criminal Code Violations,Other,11
302,202,2014,D11,086,Roncesvalles (86),Male,<18,Youth,Crimes Against Property,Theft Under $5000,1
303,203,2014,D11,086,Roncesvalles (86),Male,<18,Youth,Crimes Against the Person,Robbery,10
304,204,2014,D11,086,Roncesvalles (86),Male,<18,Youth,Crimes Against Property,Break and Enter,1
305,205,2014,D11,086,Roncesvalles (86),Male,<18,Youth,Crimes Against the Person,Other,1
306,206,2014,D11,086,Roncesvalles (86),Male,<18,Youth,Crimes Against the Person,Assaults,6
307,207,2014,D11,086,Roncesvalles (86),Male,<18,Youth,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3
308,208,2014,D11,086,Roncesvalles (86),Male,<18,Youth,Crimes Against Property,Other,6
309,209,2014,D11,086,Roncesvalles (86),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
310,210,2014,D11,086,Roncesvalles (86),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,4
311,211,2014,D11,086,Roncesvalles (86),Male,18 to 24,Adult,Crimes Against the Person,Other,3
312,212,2014,D11,086,Roncesvalles (86),Male,18 to 24,Adult,Other Criminal Code Violations,Other,19
313,213,2014,D11,086,Roncesvalles (86),Male,18 to 24,Adult,Crimes Against Property,Other,5
314,214,2014,D11,086,Roncesvalles (86),Male,18 to 24,Adult,Crimes Against the Person,Assaults,7
315,215,2014,D11,086,Roncesvalles (86),Male,18 to 24,Adult,Total Arrests,Total Arrests,32
316,216,2014,D11,086,Roncesvalles (86),Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,1
317,217,2014,D11,086,Roncesvalles (86),Male,18 to 24,Adult,Crimes Against Property,Break and Enter,3
318,218,2014,D11,086,Roncesvalles (86),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,7
319,219,2014,D11,086,Roncesvalles (86),Male,25 to 34,Adult,Crimes Against the Person,Assaults,19
320,220,2014,D11,086,Roncesvalles (86),Male,25 to 34,Adult,Crimes Against Property,Break and Enter,3
321,221,2014,D11,086,Roncesvalles (86),Male,25 to 34,Adult,Total Arrests,Total Arrests,52
322,222,2014,D11,086,Roncesvalles (86),Male,25 to 34,Adult,Crimes Against the Person,Robbery,1
323,223,2014,D11,086,Roncesvalles (86),Male,25 to 34,Adult,Crimes Against the Person,Sexual Violations,2
324,224,2014,D11,086,Roncesvalles (86),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,6
325,225,2014,D11,086,Roncesvalles (86),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,8
326,226,2014,D11,086,Roncesvalles (86),Male,25 to 34,Adult,Other Criminal Code Violations,Other,21
327,227,2014,D11,086,Roncesvalles (86),Male,25 to 34,Adult,Crimes Against the Person,Other,8
328,228,2014,D11,086,Roncesvalles (86),Male,25 to 34,Adult,Crimes Against Property,Other,12
329,229,2014,D11,086,Roncesvalles (86),Male,25 to 34,Adult,Other Criminal Code Violations,Firearm-Related,1
330,230,2014,D11,086,Roncesvalles (86),Male,35 to 44,Adult,Crimes Against Property,Theft Under $5000,7
331,231,2014,D11,086,Roncesvalles (86),Male,35 to 44,Adult,Criminal Code Traffic,Dangerous Driving,1
332,232,2014,D11,086,Roncesvalles (86),Male,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
333,233,2014,D11,086,Roncesvalles (86),Male,35 to 44,Adult,Crimes Against the Person,Robbery,2
334,234,2014,D11,086,Roncesvalles (86),Male,35 to 44,Adult,Crimes Against the Person,Other,2
335,235,2014,D11,086,Roncesvalles (86),Male,35 to 44,Adult,Crimes Against the Person,Sexual Violations,2
336,236,2014,D11,086,Roncesvalles (86),Male,35 to 44,Adult,Controlled Drugs and Substances Act,Other,2
337,237,2014,D11,086,Roncesvalles (86),Male,35 to 44,Adult,Other Criminal Code Violations,Other,14
338,238,2014,D11,086,Roncesvalles (86),Male,35 to 44,Adult,Crimes Against the Person,Assaults,11
339,239,2014,D11,086,Roncesvalles (86),Male,35 to 44,Adult,Criminal Code Traffic,Other,1
340,240,2014,D11,086,Roncesvalles (86),Male,35 to 44,Adult,Crimes Against Property,Other,7
341,241,2014,D11,086,Roncesvalles (86),Male,35 to 44,Adult,Total Arrests,Total Arrests,31
342,242,2014,D11,086,Roncesvalles (86),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,1
343,243,2014,D11,086,Roncesvalles (86),Male,45 to 54,Adult,Other Criminal Code Violations,Other,7
344,244,2014,D11,086,Roncesvalles (86),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,12
345,245,2014,D11,086,Roncesvalles (86),Male,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
346,246,2014,D11,086,Roncesvalles (86),Male,45 to 54,Adult,Crimes Against the Person,Other,2
347,247,2014,D11,086,Roncesvalles (86),Male,45 to 54,Adult,Crimes Against the Person,Sexual Violations,1
348,248,2014,D11,086,Roncesvalles (86),Male,45 to 54,Adult,Crimes Against Property,Other,5
349,249,2014,D11,086,Roncesvalles (86),Male,45 to 54,Adult,Crimes Against the Person,Assaults,5
350,250,2014,D11,086,Roncesvalles (86),Male,45 to 54,Adult,Controlled Drugs and Substances Act,Other,6
351,1,2014,D11,081,Trinity-Bellwoods (81),Male,18 to 24,Adult,Crimes Against the Person,Assaults,1
352,2,2014,D11,081,Trinity-Bellwoods (81),Male,18 to 24,Adult,Total Arrests,Total Arrests,1
353,3,2014,D11,083,Dufferin Grove (83),Female,<18,Youth,Crimes Against Property,Theft Under $5000,5
354,4,2014,D11,083,Dufferin Grove (83),Female,<18,Youth,Total Arrests,Total Arrests,5
355,5,2014,D11,083,Dufferin Grove (83),Female,18 to 24,Adult,Crimes Against the Person,Other,1
356,6,2014,D11,083,Dufferin Grove (83),Female,18 to 24,Adult,Controlled Drugs and Substances Act,Other,1
357,7,2014,D11,083,Dufferin Grove (83),Female,18 to 24,Adult,Crimes Against the Person,Assaults,1
358,8,2014,D11,083,Dufferin Grove (83),Female,18 to 24,Adult,Crimes Against Property,Other,2
359,9,2014,D11,083,Dufferin Grove (83),Female,18 to 24,Adult,Total Arrests,Total Arrests,10
360,10,2014,D11,083,Dufferin Grove (83),Female,18 to 24,Adult,Crimes Against Property,Fraud,2
361,11,2014,D11,083,Dufferin Grove (83),Female,18 to 24,Adult,Crimes Against Property,Theft Under $5000,5
362,12,2014,D11,083,Dufferin Grove (83),Female,18 to 24,Adult,Other Criminal Code Violations,Other,1
363,13,2014,D11,083,Dufferin Grove (83),Female,25 to 34,Adult,Crimes Against Property,Theft Under $5000,8
364,14,2014,D11,083,Dufferin Grove (83),Female,25 to 34,Adult,Crimes Against Property,Other,1
365,15,2014,D11,083,Dufferin Grove (83),Female,25 to 34,Adult,Controlled Drugs and Substances Act,Other,1
366,16,2014,D11,083,Dufferin Grove (83),Female,25 to 34,Adult,Total Arrests,Total Arrests,13
367,17,2014,D11,083,Dufferin Grove (83),Female,25 to 34,Adult,Crimes Against the Person,Assaults,2
368,18,2014,D11,083,Dufferin Grove (83),Female,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
369,19,2014,D11,083,Dufferin Grove (83),Female,25 to 34,Adult,Crimes Against Property,Fraud,1
370,20,2014,D11,083,Dufferin Grove (83),Female,25 to 34,Adult,Other Criminal Code Violations,Other,3
371,21,2014,D11,083,Dufferin Grove (83),Female,35 to 44,Adult,Crimes Against Property,Fraud,1
372,22,2014,D11,083,Dufferin Grove (83),Female,35 to 44,Adult,Crimes Against the Person,Assaults,3
373,23,2014,D11,083,Dufferin Grove (83),Female,35 to 44,Adult,Controlled Drugs and Substances Act,Other,1
374,24,2014,D11,083,Dufferin Grove (83),Female,35 to 44,Adult,Crimes Against Property,Other,1
375,25,2014,D11,083,Dufferin Grove (83),Female,35 to 44,Adult,Total Arrests,Total Arrests,17
376,26,2014,D11,083,Dufferin Grove (83),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,12
377,27,2014,D11,083,Dufferin Grove (83),Female,45 to 54,Adult,Crimes Against Property,Other,1
378,28,2014,D11,083,Dufferin Grove (83),Female,45 to 54,Adult,Crimes Against Property,Theft Under $5000,9
379,29,2014,D11,083,Dufferin Grove (83),Female,45 to 54,Adult,Total Arrests,Total Arrests,10
380,30,2014,D11,083,Dufferin Grove (83),Female,45 to 54,Adult,Crimes Against the Person,Assaults,2
381,31,2014,D11,083,Dufferin Grove (83),Female,45 to 54,Adult,Crimes Against the Person,Other,1
382,32,2014,D11,083,Dufferin Grove (83),Female,45 to 54,Adult,Other Criminal Code Violations,Other,1
383,33,2014,D11,083,Dufferin Grove (83),Female,55 to 64,Adult,Crimes Against Property,Other,1
384,34,2014,D11,083,Dufferin Grove (83),Female,55 to 64,Adult,Crimes Against Property,Theft Under $5000,5
385,35,2014,D11,083,Dufferin Grove (83),Female,55 to 64,Adult,Total Arrests,Total Arrests,6
386,36,2014,D11,083,Dufferin Grove (83),Female,55 to 64,Adult,Controlled Drugs and Substances Act,Other,1
387,37,2014,D11,083,Dufferin Grove (83),Female,55 to 64,Adult,Other Criminal Code Violations,Other,2
388,38,2014,D11,083,Dufferin Grove (83),Female,65+,Adult,Crimes Against Property,Theft Under $5000,1
389,39,2014,D11,083,Dufferin Grove (83),Female,65+,Adult,Total Arrests,Total Arrests,1
390,40,2014,D11,083,Dufferin Grove (83),Female,Unknown,Unknown,Crimes Against the Person,Assaults,1
391,41,2014,D11,083,Dufferin Grove (83),Female,Unknown,Unknown,Crimes Against Property,Theft Under $5000,1
392,42,2014,D11,083,Dufferin Grove (83),Female,Unknown,Unknown,Total Arrests,Total Arrests,1
393,43,2014,D11,083,Dufferin Grove (83),Male,<18,Youth,Crimes Against the Person,Assaults,1
394,44,2014,D11,083,Dufferin Grove (83),Male,<18,Youth,Crimes Against the Person,Robbery,2
395,45,2014,D11,083,Dufferin Grove (83),Male,<18,Youth,Crimes Against Property,Other,5
396,46,2014,D11,083,Dufferin Grove (83),Male,<18,Youth,Crimes Against the Person,Sexual Violations,1
397,47,2014,D11,083,Dufferin Grove (83),Male,<18,Youth,Total Arrests,Total Arrests,14
398,48,2014,D11,083,Dufferin Grove (83),Male,<18,Youth,Crimes Against Property,Theft Under $5000,5
399,49,2014,D11,083,Dufferin Grove (83),Male,<18,Youth,Other Criminal Code Violations,Other,3
400,50,2014,D11,083,Dufferin Grove (83),Male,<18,Youth,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
401,601,2014,D11,090,Junction Area (90),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,12
402,602,2014,D11,090,Junction Area (90),Male,45 to 54,Adult,Crimes Against Property,Fraud,4
403,603,2014,D11,090,Junction Area (90),Male,55 to 64,Adult,Controlled Drugs and Substances Act,Other,1
404,604,2014,D11,090,Junction Area (90),Male,55 to 64,Adult,Crimes Against Property,Theft Under $5000,6
405,605,2014,D11,090,Junction Area (90),Male,55 to 64,Adult,Total Arrests,Total Arrests,13
406,606,2014,D11,090,Junction Area (90),Male,55 to 64,Adult,Crimes Against the Person,Assaults,2
407,607,2014,D11,090,Junction Area (90),Male,55 to 64,Adult,Other Criminal Code Violations,Other,4
408,608,2014,D11,090,Junction Area (90),Male,55 to 64,Adult,Criminal Code Traffic,Drive While Disqualified,2
409,609,2014,D11,090,Junction Area (90),Male,65+,Adult,Total Arrests,Total Arrests,5
410,610,2014,D11,090,Junction Area (90),Male,65+,Adult,Crimes Against Property,Theft Under $5000,3
411,611,2014,D11,090,Junction Area (90),Male,65+,Adult,Other Criminal Code Violations,Other,2
412,612,2014,D11,091,Weston-Pelham Park (91),Female,<18,Youth,Total Arrests,Total Arrests,2
413,613,2014,D11,091,Weston-Pelham Park (91),Female,<18,Youth,Crimes Against Property,Other,1
414,614,2014,D11,091,Weston-Pelham Park (91),Female,<18,Youth,Criminal Code Traffic,Dangerous Driving,1
415,615,2014,D11,091,Weston-Pelham Park (91),Female,<18,Youth,Other Criminal Code Violations,Other,1
416,616,2014,D11,091,Weston-Pelham Park (91),Female,18 to 24,Adult,Crimes Against the Person,Assaults,1
417,617,2014,D11,091,Weston-Pelham Park (91),Female,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
418,618,2014,D11,091,Weston-Pelham Park (91),Female,18 to 24,Adult,Crimes Against the Person,Other,1
419,619,2014,D11,091,Weston-Pelham Park (91),Female,18 to 24,Adult,Total Arrests,Total Arrests,1
420,620,2014,D11,091,Weston-Pelham Park (91),Female,25 to 34,Adult,Crimes Against the Person,Other,1
421,621,2014,D11,091,Weston-Pelham Park (91),Female,25 to 34,Adult,Other Criminal Code Violations,Other,4
422,622,2014,D11,091,Weston-Pelham Park (91),Female,25 to 34,Adult,Total Arrests,Total Arrests,5
423,623,2014,D11,091,Weston-Pelham Park (91),Female,35 to 44,Adult,Crimes Against Property,Other,1
424,624,2014,D11,091,Weston-Pelham Park (91),Female,35 to 44,Adult,Other Criminal Code Violations,Other,1
425,625,2014,D11,091,Weston-Pelham Park (91),Female,35 to 44,Adult,Crimes Against the Person,Assaults,1
426,626,2014,D11,091,Weston-Pelham Park (91),Female,35 to 44,Adult,Total Arrests,Total Arrests,2
427,627,2014,D11,091,Weston-Pelham Park (91),Female,35 to 44,Adult,Crimes Against Property,Break and Enter,1
428,628,2014,D11,091,Weston-Pelham Park (91),Female,45 to 54,Adult,Crimes Against the Person,Assaults,1
429,629,2014,D11,091,Weston-Pelham Park (91),Female,45 to 54,Adult,Crimes Against Property,Other,2
430,630,2014,D11,091,Weston-Pelham Park (91),Female,45 to 54,Adult,Crimes Against Property,Break and Enter,1
431,631,2014,D11,091,Weston-Pelham Park (91),Female,45 to 54,Adult,Total Arrests,Total Arrests,3
432,632,2014,D11,091,Weston-Pelham Park (91),Female,55 to 64,Adult,Total Arrests,Total Arrests,1
433,633,2014,D11,091,Weston-Pelham Park (91),Female,55 to 64,Adult,Crimes Against Property,Theft Over $5000,1
434,634,2014,D11,091,Weston-Pelham Park (91),Male,<18,Youth,Other Criminal Code Violations,Other,9
435,635,2014,D11,091,Weston-Pelham Park (91),Male,<18,Youth,Controlled Drugs and Substances Act,Other,3
436,636,2014,D11,091,Weston-Pelham Park (91),Male,<18,Youth,Total Arrests,Total Arrests,11
437,637,2014,D11,091,Weston-Pelham Park (91),Male,<18,Youth,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
438,638,2014,D11,091,Weston-Pelham Park (91),Male,<18,Youth,Crimes Against Property,Other,1
439,639,2014,D11,091,Weston-Pelham Park (91),Male,18 to 24,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
440,640,2014,D11,091,Weston-Pelham Park (91),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,4
441,641,2014,D11,091,Weston-Pelham Park (91),Male,18 to 24,Adult,Crimes Against the Person,Other,3
442,642,2014,D11,091,Weston-Pelham Park (91),Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,1
443,643,2014,D11,091,Weston-Pelham Park (91),Male,18 to 24,Adult,Other Criminal Code Violations,Other,10
444,644,2014,D11,091,Weston-Pelham Park (91),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
445,645,2014,D11,091,Weston-Pelham Park (91),Male,18 to 24,Adult,Crimes Against Property,Other,1
446,646,2014,D11,091,Weston-Pelham Park (91),Male,18 to 24,Adult,Crimes Against Property,Break and Enter,1
447,647,2014,D11,091,Weston-Pelham Park (91),Male,18 to 24,Adult,Total Arrests,Total Arrests,19
